what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416567377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416575328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416611372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416614468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416642815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416649725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416706198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416708832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416718289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416719789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416759077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416760931
error,log,,,"Failed to load properties file for project 'androidHelloWorld'",1311416761466
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416761803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1311416761902
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311416764093
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1311416765117
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1311416765664
error,log,,,"The project description file (.project) for 'Hello World' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1311416766294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416766533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416768462
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1311416772988
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1311416772992
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1311416774154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416776336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416776685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416781544
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311416781587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311416781587
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311416795318
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1311416796088
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1311416796219
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1311416796460
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311416796692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416800936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416816575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416829518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416885805
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1311416905682
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311416920790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311416922014
