what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290730021
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290730082
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310290747297
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310290756202
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310290759625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310290762335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310290762646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310290766959
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310290770326
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290770697
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290770776
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310290798219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310290813775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310290813908
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290813938
error,log,,,"Unhandled event loop exception",1310290814247
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310290814373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310290818114
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290849769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310290869928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310290884558
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1310290885213
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1310290885316
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1310290886939
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310290895170
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1310290895172
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310290916704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310290939600
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310290957510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310290968623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291098402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291129781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291191685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291198469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291477389
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310291479454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291488601
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1310291490355
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291513018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1310291513085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291513473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291514169
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310291515588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310291516712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291519672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291523444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291524931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291602774
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291608200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291616976
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310291619337
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310291621498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310291622790
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310291626283
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310291628345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291636507
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291641912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310291653640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310291655576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310291658626
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310291660995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291670895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291770220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310291776639
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292142652
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292147319
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292147321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1310292151704
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1310292152946
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292154684
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310292156848
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292157225
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292157301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1310292158703
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1310292159303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292161681
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310292164614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292168209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292181482
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292181702
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292181776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310292185269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292192766
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292204769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292205814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292206110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292257560
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292260716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292261770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292262037
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292264137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292264953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292265346
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292269429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292273943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292274186
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292283991
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292300468
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292303546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292305273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292305554
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292309564
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292311147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292311420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292314632
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292317520
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292320386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292320652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292323244
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292325878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292328295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292328573
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310292332178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292335021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292335323
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310292339017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292344925
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310292347881
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310292358165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292373615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292384881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292389268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292407454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292409871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292600041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310292600785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293071671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293073438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293492378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293493981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293578695
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310293585638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293589152
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293605757
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293605789
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310293607733
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293611763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293633737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293639404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293660397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1310293660522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293660840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293662205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293676232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293809418
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293816599
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293816761
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293816763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293817854
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293817856
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310293819164
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293819164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293829510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293832757
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293833103
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310293833155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293850904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293857900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310293878070
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310293881046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310293892447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310293919448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293936186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293939585
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310293954798
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294170924
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294173980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294183889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294185096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294278494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294280740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294294587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294312007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294316006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310294332693
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310294334983
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294350685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294353399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294377667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294379892
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310294393227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294395786
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310294402261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310294408730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310294413801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310294425911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310294441091
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310294447380
